host_time,elapsed_s,latency_s,uptime_ms
1789248843.106,6710.2,0.0103,6880270
1789248853.110,6720.2,0.0078,6890276
1789248863.115,6730.2,0.0123,6900283
1789248873.119,6740.2,0.0091,6910290
1789248883.122,6750.2,0.0090,6920294
1789248893.127,6760.2,0.0060,6930301
1789248903.129,6770.2,0.0089,6940306
1789248913.133,6780.2,0.0109,6950312
1789248923.138,6790.2,0.0117,6960318
1789248933.141,6800.2,0.0089,6970324
1789248943.145,6810.2,0.0107,6980330
1789248953.147,6820.2,0.0162,6990334
1789248963.151,6830.2,0.0117,7000340
1789248973.155,6840.2,0.0116,7010346
1789248983.158,6850.2,0.0138,7020351
1789248993.161,6860.2,0.0135,7030357
1789249003.166,6870.2,0.0103,7040364
1789249013.171,6880.3,0.0090,7050371
1789249023.176,6890.3,0.0099,7060378
1789249033.178,6900.3,0.0124,7070382
1789249043.182,6910.3,0.0119,7080389
1789249053.186,6920.3,0.0060,7090395
1789249063.189,6930.3,0.0120,7100399
1789249073.194,6940.3,0.0095,7110406
1789249083.198,6950.3,0.0117,7120413
1789249093.202,6960.3,0.0105,7130418
1789249103.202,6970.3,0.0062,7140421
1789249113.206,6980.3,0.0124,7150427
1789249123.210,6990.3,0.0139,7160433
1789249133.215,7000.3,0.0118,7170440
1789249143.220,7010.3,0.0098,7180447
1789249153.220,7020.3,0.0143,7190450
1789249163.220,7030.3,0.0085,7200452
1789249173.225,7040.3,0.0157,7210459
1789249183.229,7050.3,0.0124,7220465
1789249193.234,7060.3,0.0093,7230472
1789249203.238,7070.3,0.0087,7240479
1789249213.243,7080.3,0.0157,7250485
1789249223.247,7090.3,0.0106,7260492
1789249233.250,7100.3,0.0172,7270496
1789249243.255,7110.3,0.0125,7280504
1789249253.259,7120.3,0.0152,7290510
1789249263.264,7130.3,0.0077,7300517
1789249273.266,7140.3,0.0093,7310521
1789249283.268,7150.4,0.0082,7320526
1789249293.272,7160.4,0.0103,7330531
1789249303.274,7170.4,0.0105,7340536
1789249313.277,7180.4,0.0080,7350541
1789249323.280,7190.4,0.0149,7360546
